question,model,en_model_answer,en_correct_answer,modified_model_answer,modified_correct_answer,gr_model_answer,gr_correct_answer,confidence_score,nlp_score,levenshtein_score,substring_score,sentence_transformers_score,greek_sentence_transformers_score,F1_score,weighted_total_score,is_correct (labeled by human),is_correct (labeled by machine),is_correct (labeled by human)
,bert-large-uncased-whole-word-masking-finetuned-squad,It's one of the least drastic chemicals,It's one of the least drastic chemicals.,its one of the least drastic chemicals,its one of the least drastic chemicals,Είναι ένα από τα λιγότερο δραστικά χημικά.,Είναι ένα από τα λιγότερο δραστικά χημικά στοιχεία.,0.494825184,1,1,1,1,0.981,1,1,yes,yes,yes
,distilbert-base-cased-distilled-squad,It's one of the least drastic chemicals,It's one of the least drastic chemicals.,its one of the least drastic chemicals,its one of the least drastic chemicals,Είναι ένα από τα λιγότερο δραστικά χημικά.,Είναι ένα από τα λιγότερο δραστικά χημικά στοιχεία.,0.405482382,1,1,1,1,0.981,1,1,yes,yes,yes
,deepset/bert-large-uncased-whole-word-masking-squad2,one of the least drastic chemicals,It's one of the least drastic chemicals.,one of the least drastic chemicals,its one of the least drastic chemicals,μία από τις λιγότερο δραστικές χημικές ουσίες,Είναι ένα από τα λιγότερο δραστικά χημικά στοιχεία.,0.27615729,0.986,0.895,0.944,0.992,0.819,0.923076923,0.962515385,partially,yes,partially
,distilbert-base-uncased-distilled-squad,pellets or granules,It's one of the least drastic chemicals.,pellets or granules,its one of the least drastic chemicals,σε μορφή σβόλων ή κόκκων,Είναι ένα από τα λιγότερο δραστικά χημικά στοιχεία.,0.425834715,0.368,0.211,0.316,0.446,0.138,0,0.3047,no,no,no
,rsvp-ai/bertserini-bert-base-squad,It's one of the least drastic chemicals,It's one of the least drastic chemicals.,its one of the least drastic chemicals,its one of the least drastic chemicals,Είναι ένα από τα λιγότερο δραστικά χημικά.,Είναι ένα από τα λιγότερο δραστικά χημικά στοιχεία.,0.366245925,1,1,1,1,0.981,1,1,yes,yes,yes
,deepset/minilm-uncased-squad2,one of the least drastic chemicals,It's one of the least drastic chemicals.,one of the least drastic chemicals,its one of the least drastic chemicals,μία από τις λιγότερο δραστικές χημικές ουσίες,Είναι ένα από τα λιγότερο δραστικά χημικά στοιχεία.,0.310351819,0.986,0.895,0.944,0.992,0.819,0.923076923,0.962515385,partially,yes,partially
,dmis-lab/biobert-large-cased-v1.1-squad,It's one of the least drastic chemicals,It's one of the least drastic chemicals.,its one of the least drastic chemicals,its one of the least drastic chemicals,Είναι ένα από τα λιγότερο δραστικά χημικά.,Είναι ένα από τα λιγότερο δραστικά χημικά στοιχεία.,0.515595257,1,1,1,1,0.981,1,1,yes,yes,yes
,deepset/bert-base-cased-squad2,Because the Earth was melted,It's one of the least drastic chemicals.,because the earth was melted,its one of the least drastic chemicals,Επειδή η Γη έλιωσε,Είναι ένα από τα λιγότερο δραστικά χημικά στοιχεία.,0.351193994,0.77,0.342,0.424,0.387,0.075,0.166666667,0.418733333,no,no,no
,bert-large-cased-whole-word-masking-finetuned-squad,It's one of the least drastic chemicals,It's one of the least drastic chemicals.,its one of the least drastic chemicals,its one of the least drastic chemicals,Είναι ένα από τα λιγότερο δραστικά χημικά.,Είναι ένα από τα λιγότερο δραστικά χημικά στοιχεία.,0.422995567,1,1,1,1,0.981,1,1,yes,yes,yes
What dissolves gold and forms amalgams?,deepset/roberta-base-squad2,mercury,Mercury,mercury,mercury,υδράργυρος,σε υδράργυρο,0.82330507,1,1,1,1,0.878,1,1,yes,yes,yes
,bert-large-uncased-whole-word-masking-finetuned-squad,mercury (Hg),Mercury,mercury (hg),mercury,υδράργυρος (Hg),σε υδράργυρο,0.56283921,0.617,0.583,0.737,0.925,0.673,0.666666667,0.758733333,yes,yes,yes
,distilbert-base-cased-distilled-squad,mercury,Mercury,mercury,mercury,υδράργυρος,σε υδράργυρο,0.593382895,1,1,1,1,0.878,1,1,yes,yes,yes
,deepset/bert-large-uncased-whole-word-masking-squad2,mercury,Mercury,mercury,mercury,υδράργυρος,σε υδράργυρο,0.701849818,1,1,1,1,0.878,1,1,yes,yes,yes
,distilbert-base-uncased-distilled-squad,Earth,Mercury,earth,mercury,Γη,σε υδράργυρο,0.477422804,0.316,0.143,0.333,0.653,0.505,0,0.372,no,no,no
,rsvp-ai/bertserini-bert-base-squad,mercury,Mercury,mercury,mercury,υδράργυρος,σε υδράργυρο,0.297509581,1,1,1,1,0.878,1,1,yes,yes,yes
,deepset/minilm-uncased-squad2,mercury,Mercury,mercury,mercury,υδράργυρος,σε υδράργυρο,0.69211483,1,1,1,1,0.878,1,1,yes,yes,yes
,dmis-lab/biobert-large-cased-v1.1-squad,mercury,Mercury,mercury,mercury,υδράργυρος,σε υδράργυρο,0.890966535,1,1,1,1,0.878,1,1,yes,yes,yes
,deepset/bert-base-cased-squad2,mercury,Mercury,mercury,mercury,υδράργυρος,σε υδράργυρο,0.92717725,1,1,1,1,0.878,1,1,yes,yes,yes
,bert-large-cased-whole-word-masking-finetuned-squad,mercury,Mercury,mercury,mercury,υδράργυρος,σε υδράργυρο,0.968638599,1,1,1,1,0.878,1,1,yes,yes,yes
Where is gold most rarely?,deepset/roberta-base-squad2,minerals that contain chemical gold compounds,"in minerals containing chemical gold compounds, often with telureum chemical element (Te), i.e. gold turbines.",minerals that contain chemical gold compounds,in minerals containing chemical gold compounds often with telureum chemical element (te) ie gold turbines,ορυκτά που περιέχουν χημικές ενώσεις χρυσού,"σε ορυκτά που περιέχουν χημικές ενώσεις χρυσού, συχνά με το χημικό στοιχείο τελλούριο (Te), δηλαδή τελλουρίδια του χρυσού.",0.30610168,0.905,0.333,0.533,0.894,0.771,0.380952381,0.701390476,yes,yes,yes
,bert-large-uncased-whole-word-masking-finetuned-squad,minerals that contain chemical gold compounds,"in minerals containing chemical gold compounds, often with telureum chemical element (Te), i.e. gold turbines.",minerals that contain chemical gold compounds,in minerals containing chemical gold compounds often with telureum chemical element (te) ie gold turbines,ορυκτά που περιέχουν χημικές ενώσεις χρυσού,"σε ορυκτά που περιέχουν χημικές ενώσεις χρυσού, συχνά με το χημικό στοιχείο τελλούριο (Te), δηλαδή τελλουρίδια του χρυσού.",0.52101326,0.905,0.333,0.533,0.894,0.771,0.380952381,0.701390476,yes,yes,yes
,distilbert-base-cased-distilled-squad,minerals that contain chemical gold compounds,"in minerals containing chemical gold compounds, often with telureum chemical element (Te), i.e. gold turbines.",minerals that contain chemical gold compounds,in minerals containing chemical gold compounds often with telureum chemical element (te) ie gold turbines,ορυκτά που περιέχουν χημικές ενώσεις χρυσού,"σε ορυκτά που περιέχουν χημικές ενώσεις χρυσού, συχνά με το χημικό στοιχείο τελλούριο (Te), δηλαδή τελλουρίδια του χρυσού.",0.665096581,0.905,0.333,0.533,0.894,0.771,0.380952381,0.701390476,yes,yes,yes
,deepset/bert-large-uncased-whole-word-masking-squad2,minerals that contain chemical gold compounds,"in minerals containing chemical gold compounds, often with telureum chemical element (Te), i.e. gold turbines.",minerals that contain chemical gold compounds,in minerals containing chemical gold compounds often with telureum chemical element (te) ie gold turbines,ορυκτά που περιέχουν χημικές ενώσεις χρυσού,"σε ορυκτά που περιέχουν χημικές ενώσεις χρυσού, συχνά με το χημικό στοιχείο τελλούριο (Te), δηλαδή τελλουρίδια του χρυσού.",0.271609873,0.905,0.333,0.533,0.894,0.771,0.380952381,0.701390476,yes,yes,yes
,distilbert-base-uncased-distilled-squad,minerals that contain chemical gold compounds,"in minerals containing chemical gold compounds, often with telureum chemical element (Te), i.e. gold turbines.",minerals that contain chemical gold compounds,in minerals containing chemical gold compounds often with telureum chemical element (te) ie gold turbines,ορυκτά που περιέχουν χημικές ενώσεις χρυσού,"σε ορυκτά που περιέχουν χημικές ενώσεις χρυσού, συχνά με το χημικό στοιχείο τελλούριο (Te), δηλαδή τελλουρίδια του χρυσού.",0.540152013,0.905,0.333,0.533,0.894,0.771,0.380952381,0.701390476,yes,yes,yes
,rsvp-ai/bertserini-bert-base-squad,supernova stars,"in minerals containing chemical gold compounds, often with telureum chemical element (Te), i.e. gold turbines.",supernova stars,in minerals containing chemical gold compounds often with telureum chemical element (te) ie gold turbines,Σουπερνόβα αστέρια,"σε ορυκτά που περιέχουν χημικές ενώσεις χρυσού, συχνά με το χημικό στοιχείο τελλούριο (Te), δηλαδή τελλουρίδια του χρυσού.",0.05360546,0.209,0.095,0.117,0.422,0.013,0,0.2318,no,no,no
,deepset/minilm-uncased-squad2,Less often it is found in minerals that contain chemical gold compounds,"in minerals containing chemical gold compounds, often with telureum chemical element (Te), i.e. gold turbines.",less often it is found in minerals that contain chemical gold compounds,in minerals containing chemical gold compounds often with telureum chemical element (te) ie gold turbines,Λιγότερο συχνά βρίσκεται σε ορυκτά που περιέχουν χημικές ενώσεις χρυσού,"σε ορυκτά που περιέχουν χημικές ενώσεις χρυσού, συχνά με το χημικό στοιχείο τελλούριο (Te), δηλαδή τελλουρίδια του χρυσού.",0.126686275,0.906,0.305,0.489,0.764,0.849,0.444444444,0.655088889,yes,yes,yes
,dmis-lab/biobert-large-cased-v1.1-squad,minerals that contain chemical gold compounds,"in minerals containing chemical gold compounds, often with telureum chemical element (Te), i.e. gold turbines.",minerals that contain chemical gold compounds,in minerals containing chemical gold compounds often with telureum chemical element (te) ie gold turbines,ορυκτά που περιέχουν χημικές ενώσεις χρυσού,"σε ορυκτά που περιέχουν χημικές ενώσεις χρυσού, συχνά με το χημικό στοιχείο τελλούριο (Te), δηλαδή τελλουρίδια του χρυσού.",0.315108389,0.905,0.333,0.533,0.894,0.771,0.380952381,0.701390476,yes,yes,yes
,deepset/bert-base-cased-squad2,minerals,"in minerals containing chemical gold compounds, often with telureum chemical element (Te), i.e. gold turbines.",minerals,in minerals containing chemical gold compounds often with telureum chemical element (te) ie gold turbines,ορυκτά,"σε ορυκτά που περιέχουν χημικές ενώσεις χρυσού, συχνά με το χημικό στοιχείο τελλούριο (Te), δηλαδή τελλουρίδια του χρυσού.",0.134865761,0.6,0.076,0.142,0.493,0.033,0.125,0.364,no,no,no
,bert-large-cased-whole-word-masking-finetuned-squad,minerals that contain chemical gold compounds,"in minerals containing chemical gold compounds, often with telureum chemical element (Te), i.e. gold turbines.",minerals that contain chemical gold compounds,in minerals containing chemical gold compounds often with telureum chemical element (te) ie gold turbines,ορυκτά που περιέχουν χημικές ενώσεις χρυσού,"σε ορυκτά που περιέχουν χημικές ενώσεις χρυσού, συχνά με το χημικό στοιχείο τελλούριο (Te), δηλαδή τελλουρίδια του χρυσού.",0.403177023,0.905,0.333,0.533,0.894,0.771,0.380952381,0.701390476,yes,yes,yes
Where was Charlie while planting seeds?,deepset/roberta-base-squad2,home,"In his garden, arm out of his house",home,in his garden arm out of his house,σπίτι,"στον κήπο του, μπράτσα από το σπίτι του",0.547931969,0.654,0.088,0.158,0.576,0.446,0,0.3858,partially,no,partially
,bert-large-uncased-whole-word-masking-finetuned-squad,his garden in front of his house,"In his garden, arm out of his house",his garden in front of his house,in his garden arm out of his house,τον κήπο του μπροστά από το σπίτι του,"στον κήπο του, μπράτσα από το σπίτι του",0.282694221,0.977,0.735,0.818,0.867,0.905,0.666666667,0.830833333,yes,yes,yes
,distilbert-base-cased-distilled-squad,in his garden in front of his house,"In his garden, arm out of his house",in his garden in front of his house,in his garden arm out of his house,στον κήπο του μπροστά από το σπίτι του,"στον κήπο του, μπράτσα από το σπίτι του",0.247384623,0.971,0.829,0.87,0.881,0.95,0.625,0.8415,yes,yes,yes
