question,model,en_model_answer,en_correct_answer,modified_model_answer,modified_correct_answer,gr_model_answer,gr_correct_answer,model_prediction_score,nlp_score,levenshtein_score,substring_score,sentence_transformers_score,greek_sentence_transformers_score,F1_score,weighted_total_score,is_correct (labeled by human),is_correct (labeled by machine),is_correct (labeled by human)
,deepset/bert-large-uncased-whole-word-masking-squad2,electronically,"Monitoring programs available in the market, have the ability to record the individual keys of the computer that each employee presses.",electronically,monitoring programs available in the market have the ability to record the individual keys of the computer that each employee presses,Ηλεκτρονικά,"Προγράμματα παρακολούθησης που διατίθενται στην αγορά, διαθέτουν τη δυνατότητα καταγραφής των επιμέρους πλήκτρων του υπολογιστή που πατάει ο κάθε υπάλληλος.",0.910212636,0.403,0.083,0.109,0.222,0.037,0,0.1886,no,no,no
,distilbert-base-uncased-distilled-squad,electronically,"Monitoring programs available in the market, have the ability to record the individual keys of the computer that each employee presses.",electronically,monitoring programs available in the market have the ability to record the individual keys of the computer that each employee presses,Ηλεκτρονικά,"Προγράμματα παρακολούθησης που διατίθενται στην αγορά, διαθέτουν τη δυνατότητα καταγραφής των επιμέρους πλήκτρων του υπολογιστή που πατάει ο κάθε υπάλληλος.",0.599733651,0.403,0.083,0.109,0.222,0.037,0,0.1886,no,no,no
,rsvp-ai/bertserini-bert-base-squad,electronically,"Monitoring programs available in the market, have the ability to record the individual keys of the computer that each employee presses.",electronically,monitoring programs available in the market have the ability to record the individual keys of the computer that each employee presses,Ηλεκτρονικά,"Προγράμματα παρακολούθησης που διατίθενται στην αγορά, διαθέτουν τη δυνατότητα καταγραφής των επιμέρους πλήκτρων του υπολογιστή που πατάει ο κάθε υπάλληλος.",0.817270935,0.403,0.083,0.109,0.222,0.037,0,0.1886,no,no,no
,deepset/minilm-uncased-squad2,electronically,"Monitoring programs available in the market, have the ability to record the individual keys of the computer that each employee presses.",electronically,monitoring programs available in the market have the ability to record the individual keys of the computer that each employee presses,Ηλεκτρονικά,"Προγράμματα παρακολούθησης που διατίθενται στην αγορά, διαθέτουν τη δυνατότητα καταγραφής των επιμέρους πλήκτρων του υπολογιστή που πατάει ο κάθε υπάλληλος.",0.665363669,0.403,0.083,0.109,0.222,0.037,0,0.1886,no,no,no
,dmis-lab/biobert-large-cased-v1.1-squad,electronically,"Monitoring programs available in the market, have the ability to record the individual keys of the computer that each employee presses.",electronically,monitoring programs available in the market have the ability to record the individual keys of the computer that each employee presses,Ηλεκτρονικά,"Προγράμματα παρακολούθησης που διατίθενται στην αγορά, διαθέτουν τη δυνατότητα καταγραφής των επιμέρους πλήκτρων του υπολογιστή που πατάει ο κάθε υπάλληλος.",0.788930297,0.403,0.083,0.109,0.222,0.037,0,0.1886,no,no,no
,deepset/bert-base-cased-squad2,electronically,"Monitoring programs available in the market, have the ability to record the individual keys of the computer that each employee presses.",electronically,monitoring programs available in the market have the ability to record the individual keys of the computer that each employee presses,Ηλεκτρονικά,"Προγράμματα παρακολούθησης που διατίθενται στην αγορά, διαθέτουν τη δυνατότητα καταγραφής των επιμέρους πλήκτρων του υπολογιστή που πατάει ο κάθε υπάλληλος.",0.933870673,0.403,0.083,0.109,0.222,0.037,0,0.1886,no,no,no
,bert-large-cased-whole-word-masking-finetuned-squad,electronically,"Monitoring programs available in the market, have the ability to record the individual keys of the computer that each employee presses.",electronically,monitoring programs available in the market have the ability to record the individual keys of the computer that each employee presses,Ηλεκτρονικά,"Προγράμματα παρακολούθησης που διατίθενται στην αγορά, διαθέτουν τη δυνατότητα καταγραφής των επιμέρους πλήκτρων του υπολογιστή που πατάει ο κάθε υπάλληλος.",0.951767802,0.403,0.083,0.109,0.222,0.037,0,0.1886,no,no,no
What is the only defense of the workers?,deepset/roberta-base-squad2,organized labor unions,organized labor unions,organized labor unions,organized labor unions,οργανωμένα εργατικά συνδικάτα,τα οργανωμένα εργασιακά σωματεία,0.58205235,1,1,1,1,0.865,1,1,yes,yes,yes
,bert-large-uncased-whole-word-masking-finetuned-squad,organized labor unions,organized labor unions,organized labor unions,organized labor unions,οργανωμένα εργατικά συνδικάτα,τα οργανωμένα εργασιακά σωματεία,0.682643116,1,1,1,1,0.865,1,1,yes,yes,yes
,distilbert-base-cased-distilled-squad,the total lack of a legal framework,organized labor unions,the total lack of a legal framework,organized labor unions,παντελής έλλειψη νομικού πλαισίου,τα οργανωμένα εργασιακά σωματεία,0.434271693,0.515,0.2,0.211,0.31,0.284,0,0.2681,no,no,no
,deepset/bert-large-uncased-whole-word-masking-squad2,organized labor unions,organized labor unions,organized labor unions,organized labor unions,οργανωμένα εργατικά συνδικάτα,τα οργανωμένα εργασιακά σωματεία,0.274261713,1,1,1,1,0.865,1,1,yes,yes,yes
,distilbert-base-uncased-distilled-squad,organized labor unions,organized labor unions,organized labor unions,organized labor unions,οργανωμένα εργατικά συνδικάτα,τα οργανωμένα εργασιακά σωματεία,0.42487824,1,1,1,1,0.865,1,1,yes,yes,yes
,rsvp-ai/bertserini-bert-base-squad,organized labor unions,organized labor unions,organized labor unions,organized labor unions,οργανωμένα εργατικά συνδικάτα,τα οργανωμένα εργασιακά σωματεία,0.242431566,1,1,1,1,0.865,1,1,yes,yes,yes
,deepset/minilm-uncased-squad2,organized labor unions,organized labor unions,organized labor unions,organized labor unions,οργανωμένα εργατικά συνδικάτα,τα οργανωμένα εργασιακά σωματεία,0.806593895,1,1,1,1,0.865,1,1,yes,yes,yes
,dmis-lab/biobert-large-cased-v1.1-squad,digital oppression,organized labor unions,digital oppression,organized labor unions,ψηφιακή καταπίεση,τα οργανωμένα εργασιακά σωματεία,0.165482372,0.41,0.318,0.3,0.506,0.179,0,0.3462,no,no,no
,deepset/bert-base-cased-squad2,digital oppression,organized labor unions,digital oppression,organized labor unions,ψηφιακή καταπίεση,τα οργανωμένα εργασιακά σωματεία,0.013064181,0.41,0.318,0.3,0.506,0.179,0,0.3462,no,no,no
,bert-large-cased-whole-word-masking-finetuned-squad,organized labor unions,organized labor unions,organized labor unions,organized labor unions,οργανωμένα εργατικά συνδικάτα,τα οργανωμένα εργασιακά σωματεία,0.422244549,1,1,1,1,0.865,1,1,yes,yes,yes
What is the most troubling issue ?,deepset/roberta-base-squad2,total lack of a legal framework for the protection of workers from digital oppression,the total lack of a legal framework,total lack of a legal framework for the protection of workers from digital oppression,the total lack of a legal framework,παντελής έλλειψη νομικού πλαισίου για την προστασία των εργαζομένων από την ψηφιακή καταπίεση,η ολοκληρωτική έλλειψη νομικού πλαισίου,0.202194989,0.939,0.318,0.517,0.715,0.528,0.666666667,0.690633333,yes,yes,yes
,bert-large-uncased-whole-word-masking-finetuned-squad,total lack of a legal framework for the protection of workers from digital oppression,the total lack of a legal framework,total lack of a legal framework for the protection of workers from digital oppression,the total lack of a legal framework,παντελής έλλειψη νομικού πλαισίου για την προστασία των εργαζομένων από την ψηφιακή καταπίεση,η ολοκληρωτική έλλειψη νομικού πλαισίου,0.252339602,0.939,0.318,0.517,0.715,0.528,0.666666667,0.690633333,yes,yes,yes
,distilbert-base-cased-distilled-squad,the total lack of a legal framework for the protection of workers from digital oppression,the total lack of a legal framework,the total lack of a legal framework for the protection of workers from digital oppression,the total lack of a legal framework,την παντελή έλλειψη νομικού πλαισίου για την προστασία των εργαζομένων από την ψηφιακή καταπίεση,η ολοκληρωτική έλλειψη νομικού πλαισίου,0.331553429,0.943,0.393,0.565,0.722,0.508,0.636363636,0.700472727,yes,yes,yes
,deepset/bert-large-uncased-whole-word-masking-squad2,the total lack of a legal framework for the protection of workers from digital oppression,the total lack of a legal framework,the total lack of a legal framework for the protection of workers from digital oppression,the total lack of a legal framework,την παντελή έλλειψη νομικού πλαισίου για την προστασία των εργαζομένων από την ψηφιακή καταπίεση,η ολοκληρωτική έλλειψη νομικού πλαισίου,0.379869848,0.943,0.393,0.565,0.722,0.508,0.636363636,0.700472727,yes,yes,yes
,distilbert-base-uncased-distilled-squad,the total lack of a legal framework for the protection of workers from digital oppression,the total lack of a legal framework,the total lack of a legal framework for the protection of workers from digital oppression,the total lack of a legal framework,την παντελή έλλειψη νομικού πλαισίου για την προστασία των εργαζομένων από την ψηφιακή καταπίεση,η ολοκληρωτική έλλειψη νομικού πλαισίου,0.322349399,0.943,0.393,0.565,0.722,0.508,0.636363636,0.700472727,yes,yes,yes
,rsvp-ai/bertserini-bert-base-squad,the total lack of a legal framework for the protection of workers from digital oppression,the total lack of a legal framework,the total lack of a legal framework for the protection of workers from digital oppression,the total lack of a legal framework,την παντελή έλλειψη νομικού πλαισίου για την προστασία των εργαζομένων από την ψηφιακή καταπίεση,η ολοκληρωτική έλλειψη νομικού πλαισίου,0.35037145,0.943,0.393,0.565,0.722,0.508,0.636363636,0.700472727,yes,yes,yes
